Address,Type,Area,Price,Bedroom,Toilet,Floor,Furniture,Direction,Legal,Posting date,Expiry date,Ad type,Ad code
"City Garden, 59, Đường Ngô Tất Tố, Phường 21, Bình Thạnh, Hồ Chí Minh",Căn hộ chung cư,140 m²,12 tỷ,3 phòng,,,Đầy đủ.,Đông - Nam,Sổ đỏ/ Sổ hồng,01/05/2025,16/05/2025,Tin VIP Bạc,41729854
"Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, Hồ Chí Minh",Nhà riêng,"38,4 m²","6,9 tỷ",3 phòng,,2 tầng,Cơ bản,,Sổ đỏ/ Sổ hồng,01/05/2025,08/05/2025,Tin thường,42605937
"Đường 27, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Đất bán,129 m²,"13,2 tỷ",,,,,Đông - Nam,Sổ hồng riêng.,01/05/2025,11/05/2025,Tin VIP Bạc,42617480
"Dự án Villa Park, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh","Nhà biệt thự, liền kề",180 m²,"20,5 tỷ",5 phòng,,,Thô.,,Sổ đỏ/ Sổ hồng.,09/05/2025,19/05/2025,Tin VIP Bạc,42803733
"Dự án Sunwah Pearl, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",Căn hộ chung cư,55 m²,"6,4 tỷ",1 phòng,,,Cơ bản,Đông - Nam,Đang chờ sổ,01/05/2025,16/05/2025,Tin VIP Bạc,42734938
"Dự án Fiato Uptown, Đường Tô Ngọc Vân, Phường Tam Phú, Thủ Đức, Hồ Chí Minh",Căn hộ chung cư,150 m²,"8,5 tỷ",3 phòng,,,"Bàn giao full nội thất cao cấp. Hafele, teka, toto, an cường, schneider + tặng kèm máy lạnh.",Đông - Bắc,Hợp đồng mua bán,08/05/2025,15/05/2025,Tin VIP Bạc,42728508
"KDC Phước Thiện, Đường Phước Thiện, Phường Long Bình, Quận 9, Hồ Chí Minh",Nhà riêng,"61,9 m²","4,7 tỷ",4 phòng,,3 tầng,,,Sổ đỏ/ Sổ hồng,08/05/2025,15/05/2025,Tin VIP Bạc,42669845
"Dự án Sunwah Pearl, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",Căn hộ chung cư,130 m²,17 tỷ,3 phòng,,,Full nội thất.,,Hợp đồng mua bán,28/04/2025,08/05/2025,Tin thường,42849213
"Dự án Q7 Boulevard, Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Căn hộ chung cư,50 m²,"1,95 tỷ",1 phòng,,,Cơ bản.,,Hợp đồng mua bán.,01/05/2025,08/05/2025,Tin thường,32031561
"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh.",Căn hộ chung cư,160 m²,13 tỷ,3 phòng,,,Đầy đủ,Tây - Bắc,Sổ đỏ/ Sổ hồng,01/05/2025,08/05/2025,Tin thường,39062022
"Dự án Estella Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh",Căn hộ chung cư,89 m²,"9,6 tỷ",2 phòng,,,Đầy đủ,Đông - Bắc,Hợp đồng mua bán,01/05/2025,08/05/2025,Tin thường,41874044
"Phường Phú Thuận, Quận 7, Hồ Chí Minh",Nhà riêng,48 m²,5 tỷ,,,,,,,01/05/2025,08/05/2025,Tin thường,42862416
"Đường Phan Xích Long, Phường 2, Phú Nhuận, Hồ Chí Minh",Nhà mặt phố,69 m²,"28,19 tỷ",,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,01/05/2025,16/05/2025,Tin VIP Bạc,42862177
"Đường Huỳnh Văn Bánh, Phường 14, Phú Nhuận, Hồ Chí Minh",Nhà riêng,"76,8 m²","11,79 tỷ",4 phòng,,4 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,01/05/2025,11/05/2025,Tin thường,42588802
"Dự án Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,80 m²,"8,7 tỷ",3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42568625
"Dự án The Sun Residence, Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",Nhà riêng,54 m²,"6,4 tỷ",4 phòng,,4 tầng,Đầy đủ,Đông - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42670833
"Dự án Mỹ Long, Đường Kha Vạn Cân, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Căn hộ chung cư,"81,5 m²","3,5 tỷ",2 phòng,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42443129
"Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,103 m²,"9,8 tỷ",4 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42491952
"Phường 4, Quận 4, Hồ Chí Minh",Nhà riêng,39 m²,"5,59 tỷ",4 phòng,,3 tầng,,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42608062
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",Nhà riêng,28 m²,"3,6 tỷ",2 phòng,,3 tầng,Cơ bản,Đông,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42720679
"Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Nhà mặt phố,80 m²,16 tỷ,3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42711803
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,113 m²,"9,95 tỷ",4 phòng,,4 tầng,Đầy đủ.,Tây,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42650489
"Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",Nhà riêng,60 m²,7 tỷ,,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,01/05/2025,08/05/2025,Tin thường,42862398
"Xã Nhuận Đức, Củ Chi, Hồ Chí Minh",Đất bán,"11.966,2 m²",4 triệu/m²,,,,,,Sổ đỏ/ Sổ hồng.,01/05/2025,16/05/2025,Tin VIP Bạc,38762519
"Đường Tô Hiến Thành, Phường 15, Quận 10, Hồ Chí Minh",Nhà mặt phố,120 m²,30 tỷ,,,,,,,01/05/2025,11/05/2025,Tin VIP Bạc,39239860
"Dự án Sài Gòn Intela, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",Căn hộ chung cư,50 m²,"1,56 tỷ",2 phòng,,,Cơ bản,,Hợp đồng mua bán,08/05/2025,23/05/2025,Tin VIP Vàng,41800010
"Đường Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Hồ Chí Minh",Nhà mặt phố,72 m²,41 tỷ,,,7 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,30/04/2025,15/05/2025,Tin VIP Bạc,42761769
"Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh",Nhà mặt phố,"103,4 m²","28,5 tỷ",,,5 tầng,Cơ bản,,Sổ đỏ/ Sổ hồng,30/04/2025,07/05/2025,Tin thường,41445143
"Đường Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Hồ Chí Minh",Nhà mặt phố,250 m²,185 tỷ,,,9 tầng,,,,30/04/2025,10/05/2025,Tin VIP Bạc,40800427
"Đường Phan Đình Phùng, Phường 15, Phú Nhuận, Hồ Chí Minh",Nhà mặt phố,165 m²,52 tỷ,,,7 tầng,,,,30/04/2025,10/05/2025,Tin VIP Bạc,40789773
"Đường 3/2, Phường 10, Quận 10, Hồ Chí Minh",Nhà mặt phố,170 m²,80 tỷ,,,,,,,30/04/2025,10/05/2025,Tin VIP Bạc,40682337
"Lavila Kiến Á - Nhà Bè, Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè, Hồ Chí Minh","Nhà biệt thự, liền kề",105 m²,"12,5 tỷ",3 phòng,,3 tầng,Đầy đủ,Đông - Nam,Sổ đỏ/ Sổ hồng,30/04/2025,10/05/2025,Tin VIP Bạc,41763386
"De La Sol, Đường Tôn Thất Thuyết, Phường 1, Quận 4, Hồ Chí Minh",Căn hộ chung cư,80 m²,110 triệu/m²,2 phòng,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,30/04/2025,07/05/2025,Tin thường,42861781
"282/5A Đường Cống Quỳnh, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",Nhà riêng,32 m²,"2,05 tỷ",2 phòng,,1 tầng,Cơ bản,Nam,Đang chờ sổ,30/04/2025,15/05/2025,Tin VIP Bạc,41992879
"Dự án The Era Town, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Căn hộ chung cư,97 m²,"2,6 tỷ",3 phòng,,,Đầy đủ,,Hợp đồng mua bán,30/04/2025,07/05/2025,Tin thường,41179018
"Dự án Happy One Sora, Đường Số 9, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",Shophouse nhà phố thương mại,260 m²,"45,9 triệu/m²",,,3 tầng,Cơ bản,Tây - Bắc,Hợp đồng mua bán,07/05/2025,22/05/2025,Tin thường,42861452
"The Infiniti Riviera Point, Huỳnh Tấn Phát, Tân Phú, Quận 7, Hồ Chí Minh",Căn hộ chung cư,121 m²,"8,92 tỷ",3 phòng,,,thô,Tây - Nam,Hợp đồng mua bán,30/04/2025,10/05/2025,Tin VIP Bạc,42779923
"Hẻm 302, Đường Trần Thị Năm, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",Nhà riêng,"135,3 m²","6,34 tỷ",2 phòng,,2 tầng,,Nam,Sổ đỏ/ Sổ hồng,07/05/2025,17/05/2025,Tin VIP Bạc,42817473
"Dự án Akari City Nam Long, Đường Võ Văn Kiệt, Phường An Lạc, Bình Tân, Hồ Chí Minh",Căn hộ chung cư,56 m²,"2,7 tỷ",2 phòng,,,Cao cấp.,,Sổ đỏ/ Sổ hồng,27/04/2025,07/05/2025,Tin thường,32679816
"The Tresor, 39 - 39B, Đường Bến Vân Đồn, Phường 13, Quận 4, Hồ Chí Minh",Căn hộ chung cư,65 m²,5 tỷ,2 phòng,,,,,Hợp đồng mua bán,08/05/2025,15/05/2025,Tin VIP Bạc,42279623
"The Pegasuite, Phố Tạ Quang Bửu, Phường 6, Quận 8, Hồ Chí Minh",Căn hộ chung cư,68 m²,"3,6 tỷ",2 phòng,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,30/04/2025,07/05/2025,Tin thường,42861488
"Đường Huỳnh Văn Bánh, Phường 14, Phú Nhuận, Hồ Chí Minh",Nhà riêng,"76,8 m²","11,79 tỷ",4 phòng,,4 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,01/05/2025,11/05/2025,Tin thường,42588802
"Dự án Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,80 m²,"8,7 tỷ",3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42568625
"Dự án The Sun Residence, Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",Nhà riêng,54 m²,"6,4 tỷ",4 phòng,,4 tầng,Đầy đủ,Đông - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42670833
"Dự án Mỹ Long, Đường Kha Vạn Cân, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Căn hộ chung cư,"81,5 m²","3,5 tỷ",2 phòng,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42443129
"Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,103 m²,"9,8 tỷ",4 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42491952
"Phường 4, Quận 4, Hồ Chí Minh",Nhà riêng,39 m²,"5,59 tỷ",4 phòng,,3 tầng,,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42608062
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",Nhà riêng,28 m²,"3,6 tỷ",2 phòng,,3 tầng,Cơ bản,Đông,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42720679
"Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Nhà mặt phố,80 m²,16 tỷ,3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42711803
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,113 m²,"9,95 tỷ",4 phòng,,4 tầng,Đầy đủ.,Tây,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42650489
"Dự án Saigon Royal Residence, Đường Bến Vân Đồn, Phường 12, Quận 4, Hồ Chí Minh",Căn hộ chung cư,82 m²,"6,45 tỷ",2 phòng,,,Đầy đủ,,Hợp đồng mua bán,08/05/2025,15/05/2025,Tin VIP Bạc,42263461
"River Gate, số 151 - 155, Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh",Căn hộ chung cư,74 m²,"5,5 tỷ",2 phòng,,,Đầy đủ,,Hợp đồng mua bán,08/05/2025,15/05/2025,Tin VIP Bạc,42261090
"Dự án Hưng Thái 1 & 2, Phường Tân Phong, Quận 7, Hồ Chí Minh","Nhà biệt thự, liền kề","364,2 m²",120 tỷ,5 phòng,,2 tầng,,,,30/04/2025,10/05/2025,Tin VIP Bạc,42162126
"Dự án Prosper Plaza, Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",Căn hộ chung cư,65 m²,"2,4 tỷ",2 phòng,,,Đầy đủ.,,Sổ đỏ/ Sổ hồng.,28/04/2025,08/05/2025,Tin thường,39122035
"Dự án KĐT Vạn Phúc City, Đường Số 15, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh","Nhà biệt thự, liền kề",110 m²,"18,5 tỷ",4 phòng,,4 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,08/05/2025,15/05/2025,Tin VIP Bạc,40001823
"Dự án The Marq, Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Hồ Chí Minh",Căn hộ chung cư,50 m²,"8,5 tỷ",,,,Nội thất cao cấp hiện đại.,,Sổ đỏ/ Sổ hồng,30/04/2025,10/05/2025,Tin VIP Bạc,40446897
"Đường Điện Biên Phủ, Phường 25, Bình Thạnh, Hồ Chí Minh",Nhà mặt phố,262 m²,68 tỷ,,,6 tầng,,,Sổ hồng,30/04/2025,07/05/2025,Tin thường,42861049
"Đường Nguyễn Văn Lượng, Phường 16, Gò Vấp, Hồ Chí Minh",Nhà riêng,100 m²,"12,9 tỷ",21 phòng,,5 tầng,Cơ bản,,Sổ đỏ/ Sổ hồng,09/05/2025,19/05/2025,Tin thường,42298819
"Essensia Parkway, 15B, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh","Nhà biệt thự, liền kề",161 m²,Thỏa thuận,,,3 tầng,Không nội thất,,Hợp đồng mua bán,09/05/2025,24/05/2025,Tin VIP Vàng,42817881
"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Căn hộ chung cư,93 m²,8 tỷ,3 phòng,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,28/04/2025,08/05/2025,Tin thường,37812383
"Đường Điện Biên Phủ, Phường 2, Bình Thạnh, Hồ Chí Minh",Nhà mặt phố,109 m²,31 tỷ,,,7 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,30/04/2025,07/05/2025,Tin thường,42860968
"Đường Nguyễn Thái Học, Phường Tân Thành, Tân Phú, Hồ Chí Minh",Nhà mặt phố,128 m²,"17,5 tỷ",,,3 tầng,,,Sổ hồng,30/04/2025,10/05/2025,Tin VIP Bạc,42764978
"Lancaster Legacy, 230, Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",Căn hộ chung cư,"54,5 m²",Thỏa thuận,1 phòng,,,Cơ bản,Đông - Bắc,Hợp đồng mua bán,30/04/2025,10/05/2025,Tin VIP Bạc,41968260
"The Marq, Nguyễn Đình Chiểu, Đa Kao, Quận 1, Hồ Chí Minh",Căn hộ chung cư,145 m²,"27,8 tỷ",4 phòng,,,,,Sổ đỏ/ Sổ hồng,30/04/2025,07/05/2025,Tin thường,42860916
"Dự án Dream Home Palace, Đường Trịnh Quang Nghị, Phường 7, Quận 8, Hồ Chí Minh",Căn hộ chung cư,62 m²,"1,8 tỷ",2 phòng,,,,,,30/04/2025,10/05/2025,Tin VIP Bạc,42745733
"Đường Bùi Tư Toàn, Phường An Lạc, Bình Tân, Hồ Chí Minh",Nhà riêng,64 m²,"6,1 tỷ",3 phòng,,2 tầng,Đầy đủ,Tây - Bắc,Sổ đỏ/ Sổ hồng,09/05/2025,19/05/2025,Tin thường,42860778
"Đường Số 27, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Đất bán,129 m²,"13,2 tỷ",,,,,,Sổ đỏ/ Sổ hồng,30/04/2025,07/05/2025,Tin thường,42860753
"Đường Nguyễn Duy Trinh, Phường Long Trường, Quận 9, Hồ Chí Minh",Nhà riêng,86 m²,6 tỷ,4 phòng,,3 tầng,,,Sổ đỏ/ Sổ hồng,30/04/2025,07/05/2025,Tin thường,42860676
"Đường Trường Sa, Phường 2, Phú Nhuận, Hồ Chí Minh",Nhà riêng,50 m²,7 tỷ,5 phòng,,5 tầng,,,Sổ đỏ/ Sổ hồng,30/04/2025,07/05/2025,Tin thường,42860624
"De La Sol, 1, Đường Tôn Thất Thuyết, Phường 1, Quận 4, Hồ Chí Minh",Căn hộ chung cư,"355,91 m²","24,5 tỷ",4 phòng,,,Cơ bản,Đông - Bắc,Hợp đồng mua bán,30/04/2025,07/05/2025,Tin thường,42860597
"Đường Huỳnh Văn Bánh, Phường 14, Phú Nhuận, Hồ Chí Minh",Nhà riêng,"76,8 m²","11,79 tỷ",4 phòng,,4 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,01/05/2025,11/05/2025,Tin thường,42588802
"Dự án Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,80 m²,"8,7 tỷ",3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42568625
"Dự án The Sun Residence, Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",Nhà riêng,54 m²,"6,4 tỷ",4 phòng,,4 tầng,Đầy đủ,Đông - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42670833
"Dự án Mỹ Long, Đường Kha Vạn Cân, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Căn hộ chung cư,"81,5 m²","3,5 tỷ",2 phòng,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42443129
"Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,103 m²,"9,8 tỷ",4 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42491952
"Phường 4, Quận 4, Hồ Chí Minh",Nhà riêng,39 m²,"5,59 tỷ",4 phòng,,3 tầng,,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42608062
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",Nhà riêng,28 m²,"3,6 tỷ",2 phòng,,3 tầng,Cơ bản,Đông,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42720679
"Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Nhà mặt phố,80 m²,16 tỷ,3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42711803
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,113 m²,"9,95 tỷ",4 phòng,,4 tầng,Đầy đủ.,Tây,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42650489
"Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh",Căn hộ chung cư,60 m²,"2,3 tỷ",2 phòng,,,Đầy đủ,Tây - Bắc,Sổ đỏ/ Sổ hồng,09/05/2025,16/05/2025,Tin VIP Bạc,40165840
"Dự án Tara Residence, Phố Tạ Quang Bửu, Phường 6, Quận 8, Hồ Chí Minh",Căn hộ chung cư,50 m²,"2,35 tỷ",1 phòng,,,Cơ bản,,,07/05/2025,14/05/2025,Tin VIP Bạc,42635449
"Dự án The Meadow Bình Chánh, Đường Trần Văn Giàu, Xã Vĩnh Lộc B, Bình Chánh, Hồ Chí Minh","Nhà biệt thự, liền kề",105 m²,Thỏa thuận,4 phòng,,,,,,28/04/2025,13/05/2025,Tin VIP Bạc,42556601
"Happy One Sora, Số 9, Linh Xuân, Thủ Đức, Hồ Chí Minh",Căn hộ chung cư,46 m²,"45,9 triệu/m²",1 phòng,,,Cơ bản,,,30/04/2025,07/05/2025,Tin thường,42799972
"Dự án Kiều by KITA, Đường Trần Hưng Đạo, Phường 1, Quận 5, Hồ Chí Minh",Căn hộ chung cư,90 m²,150 triệu/m²,2 phòng,,,Cơ bản,,Sổ đỏ/ Sổ hồng,30/04/2025,15/05/2025,Tin VIP Bạc,42787985
"The Global City, An Phú, Quận 2, Hồ Chí Minh",Shophouse nhà phố thương mại,95 m²,"33,3 tỷ",,,,,,Hợp đồng mua bán,25/04/2025,10/05/2025,Tin VIP Bạc,42829366
"Đường Lâm Văn Bền, Phường Bình Thuận, Quận 7, Hồ Chí Minh",Nhà riêng,62 m²,"8,8 tỷ",3 phòng,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,30/04/2025,07/05/2025,Tin thường,42859925
"Đường Đình Phong Phú, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",Nhà riêng,64 m²,"7,9 tỷ",4 phòng,,3 tầng,,,Sổ đỏ/ Sổ hồng,30/04/2025,07/05/2025,Tin thường,42859881
"The Golden Star, Nguyễn Thị Thập, Bình Thuận, Quận 7, Hồ Chí Minh",Căn hộ chung cư,80 m²,"4,3 tỷ",3 phòng,,,Đầy đủ,Nam,Đang chờ sổ,30/04/2025,07/05/2025,Tin thường,42789259
"Dự án Căn hộ Citi Grand, Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh",Căn hộ chung cư,54 m²,"2,55 tỷ",2 phòng,,,Cơ bản,,Sổ đỏ/ Sổ hồng,30/04/2025,07/05/2025,Tin thường,42781940
"Dự án Estella Heights, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",Căn hộ chung cư,130 m²,"12,5 tỷ",3 phòng,,,Full nội thất.,,,30/04/2025,10/05/2025,Tin VIP Bạc,42859826
"Phường 2, Tân Bình, Hồ Chí Minh",Nhà riêng,50 m²,"9,5 tỷ",2 phòng,,2 tầng,Cơ bản,,Sổ đỏ/ Sổ hồng,30/04/2025,07/05/2025,Tin thường,42859822
"D-Homme, 765, Đường Hồng Bàng, Phường 6, Quận 6, Hồ Chí Minh",Căn hộ chung cư,51 m²,"3,5 tỷ",,,,,,,07/05/2025,14/05/2025,Tin VIP Bạc,40915083
"Dự án Sài Gòn Intela, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",Căn hộ chung cư,55 m²,"1,6 tỷ",2 phòng,,,,,,30/04/2025,15/05/2025,Tin VIP Bạc,42837209
"Đường Mã Lò, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",Nhà riêng,60 m²,"4,5 tỷ",4 phòng,,3 tầng,Cao cấp,,Sổ đỏ/ Sổ hồng,30/04/2025,07/05/2025,Tin thường,42859595
"Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",Nhà riêng,60 m²,"6,2 tỷ",3 phòng,,2 tầng,Đầy đủ.,,Sổ đỏ/ Sổ hồng.,06/05/2025,16/05/2025,Tin VIP Bạc,42831713
"Đường 12, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Đất bán,123 m²,"18,2 tỷ",,,,,Tây - Bắc,Sổ đỏ/ Sổ hồng,30/04/2025,10/05/2025,Tin VIP Bạc,42702872
"Dự án Eaton Park, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",Shophouse nhà phố thương mại,125 m²,"20,5 tỷ",,,2 tầng,,,Sổ đỏ/ Sổ hồng,30/04/2025,15/05/2025,Tin VIP Bạc,42400029
"Đường Huỳnh Văn Bánh, Phường 14, Phú Nhuận, Hồ Chí Minh",Nhà riêng,"76,8 m²","11,79 tỷ",4 phòng,,4 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,01/05/2025,11/05/2025,Tin thường,42588802
"Dự án Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,80 m²,"8,7 tỷ",3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42568625
"Dự án The Sun Residence, Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",Nhà riêng,54 m²,"6,4 tỷ",4 phòng,,4 tầng,Đầy đủ,Đông - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42670833
"Dự án Mỹ Long, Đường Kha Vạn Cân, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Căn hộ chung cư,"81,5 m²","3,5 tỷ",2 phòng,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42443129
"Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,103 m²,"9,8 tỷ",4 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42491952
"Phường 4, Quận 4, Hồ Chí Minh",Nhà riêng,39 m²,"5,59 tỷ",4 phòng,,3 tầng,,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42608062
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",Nhà riêng,28 m²,"3,6 tỷ",2 phòng,,3 tầng,Cơ bản,Đông,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42720679
